team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id
Pohang Steelers,,,,89.5,89.5,3401,,,,,,52.66,52.66,2001,5.26,5.26,200,61.53,61.53,2338,11.34,11.34,431,,,,,,,,,,,,,,,,,,301696.0,7.81,,,,,,,,,1.11,1.11,42,,,,,66.67,1.0,2.0,,,,0.05,0.05,,,2.0,,,365,9.61,54,272.0,191,174,177.0,,365,12.76,12.76,485.0,,,,,,,,2.08,2.08,0,0.0,79,301696,0.08,0.08,0.0,0.0,3.0,318910.0
Gangwon,,,,94.34,94.34,3585,,,,,,44.18,44.18,1679,4.08,4.08,155,57.16,57.16,2172,10.05,10.05,382,,,,,,,,,,,,,,,,,,324352.0,7.64,,,,,,,,,1.24,1.24,47,,,,,66.67,0.0,3.0,,,,,,,,,,,328,8.63,44,239.0,182,138,150.0,,328,13.58,13.58,516.0,,,,,,,,1.21,1.21,0,0.0,46,320955,,,,,,
Seongnam,,,,86.03,86.03,3269,,,,,,46.74,46.74,1776,4.18,4.18,159,55.84,55.84,2122,10.74,10.74,408,,,,,,,,,,,,,,,,,,24444977.0,7.27,,,,,,,,,1.32,1.32,50,,,,,75.0,0.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,787578.0,,363,9.55,59,225.0,188,148,218.0,,363,12.45,12.45,473.0,,,,,,,,1.84,1.84,0,0.0,70,320918,0.05,0.05,0.0,0.0,2.0,320895.0
Ulsan HD,,,,104.63,104.63,3976,,,,,,58.37,58.37,2218,4.79,4.79,182,69.58,69.58,2644,8.26,8.26,314,,,,,,,,,,,,,,,,,,320064.0,7.55,,,,,,,,,1.26,1.26,48,,,,,70.0,3.0,7.0,,,,0.05,0.05,0.0,0.0,2.0,308988.0,,372,9.79,76,319.0,185,170,162.0,,372,11.29,11.29,429.0,,,,,,,,1.47,1.47,0,0.0,56,470966,,,,,,
Gimcheon Sangmu,,,,95.37,95.37,3624,,,,,,53.95,53.95,2050,4.26,4.26,162,59.89,59.89,2276,8.97,8.97,341,,,,,,,,,,,,,,,,,,31626482.0,7.65,,,,,,,,,1.05,1.05,40,,,,,80.0,0.0,5.0,,,,0.03,0.03,,,1.0,,,343,9.03,82,247.0,193,163,201.0,,343,11.32,11.32,430.0,,,,,,,,1.5,1.5,0,0.0,57,320983,0.05,0.05,0.0,0.0,2.0,787558.0
Philadelphia Union,,,,78.16,78.16,2892,,,,,,45.0,45.0,1665,4.54,4.54,168,35.81,35.81,1325,13.81,13.81,511,,,,,,,,,,,,,,,,,,418410.0,7.62,,,,,,,,,1.73,1.73,64,,,,,90.0,1.0,9.0,,,,0.08,0.08,,,3.0,,,471,12.73,15,313.0,194,191,160.0,,471,14.19,14.19,525.0,,,,,,,,2.03,2.03,0,0.0,75,9949810,0.08,0.08,0.0,0.0,3.0,418410.0
Minnesota United,,,,71.31,71.31,2496,,,,,,45.51,45.51,1593,5.23,5.23,183,38.43,38.43,1345,11.8,11.8,413,,,,,,,,,,,,,,,,,,31627620.0,7.67,,,,,,,,,1.46,1.46,51,,,,,75.0,1.0,3.0,,,,0.06,0.06,,,2.0,,,424,12.11,6,237.0,211,138,167.0,,424,13.37,13.37,468.0,,,,,,,,2.31,2.31,0,0.0,81,262066,0.06,0.06,0.0,0.0,2.0,186800.0
Columbus Crew,,,,82.47,82.47,2804,,,,,,52.12,52.12,1772,4.97,4.97,169,37.26,37.26,1267,9.41,9.41,320,,,,,,,,,,,,,,,,,,253723.0,7.82,,,,,,,,,1.68,1.68,57,,,,,50.0,1.0,1.0,,,,0.03,0.03,0.0,0.0,1.0,4591938.0,,413,12.15,25,221.0,195,134,177.0,,413,13.29,13.29,452.0,,,,,,,,1.91,1.91,0,0.0,65,95287,,,,,,
Vancouver Whitecaps,,,,74.32,74.32,2527,,,,,,41.91,41.91,1425,4.44,4.44,151,35.21,35.21,1197,10.76,10.76,366,,,,,,,,,,,,,,,,,,160432.0,7.76,,,,,,,,,1.47,1.47,50,,,,,80.0,1.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,260599.0,,390,11.47,14,245.0,163,127,130.0,,390,13.56,13.56,461.0,,,,,,,,2.0,2.0,0,0.0,68,260599,0.06,0.06,0.0,0.0,2.0,237921.0
Los Angeles FC,,,,87.14,87.14,3224,,,,,,51.92,51.92,1921,6.24,6.24,231,46.84,46.84,1733,13.32,13.32,493,,,,,,,,,,,,,,,,,,236863.0,7.72,,,,,,,,,1.43,1.43,53,,,,,71.43,2.0,5.0,,,,0.08,0.08,0.0,0.0,3.0,262075.0,,565,15.27,33,367.0,259,219,217.0,,565,13.57,13.57,502.0,,,,,,,,2.35,2.35,0,0.0,87,236863,0.03,0.03,0.0,0.0,1.0,34687.0
Colorado Rapids,,,,59.88,59.88,2036,,,,,,48.0,48.0,1632,5.35,5.35,182,25.24,25.24,858,12.03,12.03,409,,,,,,,,,,,,,,,,,,37614781.0,7.85,,,,,,,,,1.44,1.44,49,,,,,80.0,0.0,5.0,,,,0.06,0.06,0.0,0.0,2.0,246724.0,,442,13.0,8,264.0,207,147,154.0,,442,11.94,11.94,406.0,,,,,,,,2.71,2.71,0,0.0,92,249934,0.15,0.15,0.0,0.0,5.0,151107.0
Dallas,,,,71.22,71.22,2564,,,,,,49.81,49.81,1793,4.39,4.39,158,33.14,33.14,1193,11.56,11.56,416,,,,,,,,,,,,,,,,,,429922.0,7.53,,,,,,,,,1.56,1.56,56,,,,,0.0,0.0,1.0,,,,0.03,0.03,0.0,0.0,1.0,253517.0,,418,11.61,13,249.0,183,150,152.0,,418,14.67,14.67,528.0,,,,,,,,2.19,2.19,0,0.0,79,31238815,0.06,0.06,0.0,0.0,2.0,12450413.0
Toronto,,,,85.0,85.0,2890,,,,,,51.62,51.62,1755,4.85,4.85,165,38.41,38.41,1306,9.5,9.5,323,,,,,,,,,,,,,,,,,,129429.0,7.77,,,,,,,,,1.21,1.21,41,,,,,75.0,2.0,6.0,,,,0.06,0.06,0.0,0.0,2.0,130137.0,,351,10.32,8,230.0,155,135,143.0,,351,12.71,12.71,432.0,,,,,,,,1.97,1.97,0,0.0,67,23241281,,,,,,
DC United,,,,55.88,55.88,1900,,,,,,47.06,47.06,1600,4.5,4.5,153,32.03,32.03,1089,12.15,12.15,413,,,,,,,,,,,,,,,,,,52767.0,7.34,,,,,,,,,1.29,1.29,44,,,,,50.0,2.0,2.0,,,,0.06,0.06,0.0,0.0,2.0,31238808.0,,305,8.97,14,203.0,154,103,108.0,,305,10.62,10.62,361.0,,,,,,,,2.06,2.06,1,0.03,70,262071,0.09,0.09,0.0,0.0,3.0,34942.0
Charlotte,,,,68.88,68.88,2342,,,,,,53.29,53.29,1812,5.06,5.06,172,36.03,36.03,1225,12.24,12.24,416,,,,,,,,,,,,,,,,,,446766.0,7.55,,,,,,,,,0.56,0.56,19,,,,,75.0,0.0,4.0,,,,0.06,0.06,0.0,0.0,2.0,1191.0,,379,11.15,7,109.0,175,132,66.0,,379,11.18,11.18,380.0,,,,,,,,1.82,1.82,0,0.0,62,523945,,,,,,
Austin,,,,66.35,66.35,2455,,,,,,55.16,55.16,2041,4.92,4.92,182,40.89,40.89,1513,11.43,11.43,423,,,,,,,,,,,,,,,,,,254132.0,7.45,,,,,,,,,1.76,1.76,65,,,,,80.0,0.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,37566967.0,,461,12.46,16,288.0,232,161,157.0,,461,9.65,9.65,357.0,,,,,,,,2.11,2.11,0,0.0,78,31542,0.08,0.08,0.0,0.0,3.0,19980277.0
Cincinnati,,,,78.03,78.03,2809,,,,,,45.47,45.47,1637,4.64,4.64,167,31.78,31.78,1144,11.56,11.56,416,,,,,,,,,,,,,,,,,,262283.0,7.51,,,,,,,,,1.53,1.53,55,,,,,83.33,1.0,5.0,,,,0.06,0.06,0.0,0.0,2.0,262283.0,,435,12.08,6,292.0,185,175,146.0,,435,14.17,14.17,510.0,,,,,,,,2.25,2.25,0,0.0,81,893695,0.06,0.06,0.0,0.0,2.0,242500.0
Inter Miami,,,,61.37,61.37,2148,,,,,,47.09,47.09,1648,4.09,4.09,143,32.37,32.37,1133,11.51,11.51,403,,,,,,,,,,,,,,,,,,129501.0,7.42,,,,,,,,,1.91,1.91,67,,,,,80.0,0.0,5.0,,,,0.06,0.06,0.0,0.0,2.0,1313.0,,375,10.71,10,204.0,145,146,155.0,,375,12.34,12.34,432.0,,,,,,,,2.03,2.03,0,0.0,71,544959,0.11,0.11,0.0,0.0,4.0,218306.0
Chicago Fire,,,,78.56,78.56,2671,,,,,,48.44,48.44,1647,4.59,4.59,156,35.47,35.47,1206,13.12,13.12,446,,,,,,,,,,,,,,,,,,37527137.0,7.65,,,,,,,,,2.15,2.15,73,,,,,80.0,1.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,10713733.0,,410,12.06,7,264.0,206,132,150.0,,410,15.91,15.91,541.0,,,,,,,,2.41,2.41,0,0.0,82,10713733,0.15,0.15,0.0,0.0,5.0,36960.0
SJ Earthquakes,,,,75.41,75.41,2564,,,,,,55.41,55.41,1884,5.41,5.41,184,37.35,37.35,1270,10.26,10.26,349,,,,,,,,,,,,,,,,,,429927.0,7.33,,,,,,,,,1.09,1.09,37,,,,,85.71,0.0,7.0,,,,0.03,0.03,0.0,0.0,1.0,26433.0,,426,12.53,2,246.0,228,139,193.0,,426,14.09,14.09,479.0,,,,,,,,2.0,2.0,0,0.0,68,333776,,,,,,
New York RB,,,,79.83,79.83,2794,,,,,,43.34,43.34,1517,5.2,5.2,182,35.83,35.83,1254,14.06,14.06,492,,,,,,,,,,,,,,,,,,172951.0,7.28,,,,,,,,,1.49,1.49,52,,,,,90.0,1.0,9.0,,,,0.03,0.03,0.0,0.0,1.0,472850.0,,440,12.57,8,277.0,198,150,180.0,,440,17.46,17.46,611.0,,,,,,,,2.43,2.43,0,0.0,85,466425,0.11,0.11,0.0,0.0,4.0,464742.0
Portland Timbers,,,,72.35,72.35,2460,,,,,,47.97,47.97,1631,4.21,4.21,143,30.56,30.56,1039,12.97,12.97,441,,,,,,,,,,,,,,,,,,30866026.0,7.37,,,,,,,,,0.74,0.74,25,,,,,90.91,1.0,10.0,,,,0.03,0.03,0.0,0.0,1.0,472958.0,,409,12.03,32,241.0,193,143,173.0,,409,15.26,15.26,519.0,,,,,,,,2.71,2.71,0,0.0,92,235724,0.12,0.12,0.0,0.0,4.0,253307.0
New England,,,,69.35,69.35,2358,,,,,,50.94,50.94,1732,4.65,4.65,158,43.26,43.26,1471,9.12,9.12,310,,,,,,,,,,,,,,,,,,155460.0,7.75,,,,,,,,,1.26,1.26,43,,,,,83.33,0.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,261960.0,,382,11.24,9,258.0,176,138,135.0,,382,11.03,11.03,375.0,,,,,,,,1.71,1.71,0,0.0,58,262108,0.03,0.03,0.0,0.0,1.0,155460.0
Orlando City,,,,65.0,65.0,2275,,,,,,50.37,50.37,1763,4.34,4.34,152,34.31,34.31,1201,10.37,10.37,363,,,,,,,,,,,,,,,,,,169938.0,7.41,,,,,,,,,1.2,1.2,42,,,,,75.0,1.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,37254512.0,,379,10.83,13,225.0,178,117,162.0,,379,15.03,15.03,526.0,,,,,,,,2.43,2.43,0,0.0,85,190707,0.06,0.06,0.0,0.0,2.0,190707.0
CF Montréal,,,,88.39,88.39,3182,,,,,,55.19,55.19,1987,5.39,5.39,194,40.94,40.94,1474,11.19,11.19,403,,,,,,,,,,,,,,,,,,25939688.0,8.06,,,,,,,,,1.36,1.36,49,,,,,75.0,2.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,155079.0,,463,12.86,23,295.0,211,169,137.0,,463,12.5,12.5,450.0,,,,,,,,2.36,2.36,0,0.0,85,409137,0.06,0.06,0.0,0.0,2.0,17158444.0
Atlanta United,1.09,86.21621621621621,37.0,104.44,104.44,3551,178.0,182.2,189.67,176.0,180.69,57.35,57.35,1950,6.47,6.47,220,47.62,47.62,1619,10.79,10.79,367,34.0,17.0,17.0,34.0,28.0,21.0,4.0,1.0,0.0,27.0,14.0,5.0,2.0,0.0,8.0,10.0,3.0,19996814.0,7.85,11.0,0.32,11.0,8.38,285.0,7.0,90.0,58.0,1.82,1.82,62,477.24,345.23,30.05,16226.0,33.33,2.0,1.0,7.0,20.0,2.0,0.06,0.06,1.0,0.03,2.0,16196.0,66.46,540,15.88,143,324.0,229,187,216.0,4.0,540,14.88,14.88,506.0,6.93,2.07,869.0,511.0,511.0,869.0,3190.0,2.03,2.03,1,0.03,69,219549,0.03,0.03,0.0,0.0,1.0,608242.0
Sporting KC,,,,80.18,80.18,2726,,,,,,50.09,50.09,1703,4.09,4.09,139,40.26,40.26,1369,10.47,10.47,356,,,,,,,,,,,,,,,,,,276980.0,7.55,,,,,,,,,0.71,0.71,24,,,,,60.0,2.0,3.0,,,,0.09,0.09,0.0,0.0,3.0,2570.0,,400,11.76,9,230.0,187,142,172.0,,400,12.24,12.24,416.0,,,,,,,,1.79,1.79,0,0.0,61,2570,0.09,0.09,0.0,0.0,3.0,159726.0
LA Galaxy,,,,85.11,85.11,3064,,,,,,56.28,56.28,2026,5.64,5.64,203,42.06,42.06,1514,11.86,11.86,427,,,,,,,,,,,,,,,,,,2170274.0,8.23,,,,,,,,,1.58,1.58,57,,,,,64.29,5.0,9.0,,,,0.08,0.08,0.0,0.0,3.0,32352.0,,484,13.44,9,280.0,216,178,189.0,,484,12.39,12.39,446.0,,,,,,,,2.31,2.31,0,0.0,83,736,0.06,0.06,0.0,0.0,2.0,262138.0
New York City,1.16,79.93023255813954,43.0,96.78,96.78,3581,180.2,182.0,187.0,177.11,180.54,56.27,56.27,2082,5.14,5.14,190,47.57,47.57,1760,12.24,12.24,453,37.0,19.0,18.0,37.0,22.0,14.0,7.0,2.0,0.0,30.0,18.0,8.0,5.0,2.0,3.0,9.0,4.0,128839.0,7.66,8.0,0.22,8.0,8.0,296.0,5.0,45.0,62.0,1.59,1.59,59,487.86,328.2,34.32,18051.0,80.0,2.0,8.0,4.0,15.0,4.0,0.03,0.03,0.0,0.0,1.0,219438.0,53.7,526,14.22,121,355.0,241,204,172.0,4.0,526,15.68,15.68,580.0,6.9,2.21,1171.0,761.0,761.0,1171.0,3437.0,2.3,2.3,1,0.03,85,12393443,0.03,0.03,0.0,0.0,1.0,31257.0
Houston Dynamo,,,,61.94,61.94,2106,,,,,,48.41,48.41,1646,4.38,4.38,149,30.0,30.0,1020,11.0,11.0,374,,,,,,,,,,,,,,,,,,474333.0,7.22,,,,,,,,,1.5,1.5,51,,,,,83.33,1.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,190989.0,,379,11.15,11,232.0,162,133,144.0,,379,13.79,13.79,469.0,,,,,,,,2.71,2.71,0,0.0,92,474333,0.15,0.15,0.0,0.0,5.0,474333.0
Real Salt Lake,,,,67.11,67.11,2349,,,,,,47.29,47.29,1655,5.4,5.4,189,36.94,36.94,1293,10.03,10.03,351,,,,,,,,,,,,,,,,,,284475.0,7.65,,,,,,,,,1.8,1.8,63,,,,,66.67,1.0,2.0,,,,0.06,0.06,,,2.0,,,415,11.86,10,259.0,192,161,158.0,,415,11.71,11.71,410.0,,,,,,,,2.0,2.0,0,0.0,70,455835,0.03,0.03,0.0,0.0,1.0,472908.0
Seattle Sounders,,,,71.74,71.74,2439,,,,,,52.94,52.94,1800,4.91,4.91,167,37.24,37.24,1266,9.79,9.79,333,,,,,,,,,,,,,,,,,,113633.0,8.06,,,,,,,,,1.76,1.76,60,,,,,85.71,1.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,261905.0,,415,12.21,4,246.0,203,137,138.0,,415,14.85,14.85,505.0,,,,,,,,1.88,1.88,0,0.0,64,787441,0.09,0.09,0.0,0.0,3.0,261905.0
Nashville SC,,,,76.17,76.17,2666,,,,,,45.91,45.91,1607,4.66,4.66,163,35.63,35.63,1247,11.37,11.37,398,,,,,,,,,,,,,,,,,,32034.0,7.86,,,,,,,,,1.74,1.74,61,,,,,77.78,2.0,7.0,,,,0.03,0.03,0.0,0.0,1.0,261465.0,,437,12.49,19,302.0,184,163,124.0,,437,12.06,12.06,422.0,,,,,,,,2.14,2.14,0,0.0,75,262271,0.03,0.03,0.0,0.0,1.0,262076.0
Fluminense,,,,68.55,68.55,2605,,,,,,60.45,60.45,2297,5.97,5.97,227,38.71,38.71,1471,9.89,9.89,376,,,,,,,,,,,,,,,,,,785373.0,7.5,,,,,,,,,1.55,1.55,59,,,,,75.0,0.0,4.0,,,,0.24,0.24,0.0,0.0,9.0,107241.0,,465,12.24,99,328.0,233,194,224.0,,465,11.32,11.32,430.0,,,,,,,,2.13,2.13,2,0.05,81,37526007,0.11,0.11,0.0,0.0,4.0,107241.0
Santos,,,,73.32,73.32,2786,,,,,,48.39,48.39,1839,5.39,5.39,205,37.11,37.11,1410,12.45,12.45,473,,,,,,,,,,,,,,,,,,160519.0,7.85,,,,,,,,,1.47,1.47,56,,,,,66.67,0.0,3.0,,,,0.05,0.05,0.0,0.0,2.0,37407412.0,,437,11.5,64,282.0,207,165,200.0,,437,14.79,14.79,562.0,,,,,,,,2.66,2.66,1,0.03,101,260902,0.03,0.03,0.0,0.0,1.0,37538558.0
Atlético GO,,,,74.42,74.42,2828,,,,,,50.58,50.58,1922,5.39,5.39,205,43.74,43.74,1662,11.42,11.42,434,,,,,,,,,,,,,,,,,,458992.0,7.65,,,,,,,,,1.5,1.5,57,,,,,66.67,1.0,2.0,,,,0.24,0.24,0.0,0.0,9.0,223095.0,,492,12.95,75,303.0,260,157,228.0,,492,12.37,12.37,470.0,,,,,,,,2.68,2.68,2,0.05,102,470926,0.03,0.03,0.0,0.0,1.0,223095.0
Flamengo,,,,82.05,82.05,3118,,,,,,57.76,57.76,2195,6.39,6.39,243,49.24,49.24,1871,11.63,11.63,442,,,,,,,,,,,,,,,,,,219418.0,9.08,,,,,,,,,1.34,1.34,51,,,,,50.0,3.0,3.0,,,,0.13,0.13,0.0,0.0,5.0,217885.0,,492,12.95,73,381.0,233,202,181.0,,492,15.58,15.58,592.0,,,,,,,,2.21,2.21,0,0.0,84,130266,0.05,0.05,0.0,0.0,2.0,130266.0
Palmeiras,,,,72.11,72.11,2740,,,,,,54.37,54.37,2066,7.89,7.89,300,39.18,39.18,1489,10.37,10.37,394,,,,,,,,,,,,,,,,,,129888.0,8.11,,,,,,,,,2.42,2.42,92,,,,,77.78,2.0,7.0,,,,0.05,0.05,0.0,0.0,2.0,29313292.0,,583,15.34,79,402.0,304,235,274.0,,583,14.0,14.0,532.0,,,,,,,,2.0,2.0,5,0.13,76,218606,0.03,0.03,0.0,0.0,1.0,218606.0
Ceará,,,,67.26,67.26,2556,,,,,,50.45,50.45,1917,5.39,5.39,205,36.95,36.95,1404,12.18,12.18,463,,,,,,,,,,,,,,,,,,185467.0,7.65,,,,,,,,,1.76,1.76,67,,,,,55.56,4.0,5.0,,,,0.18,0.18,0.0,0.0,7.0,327.0,,413,10.87,52,298.0,243,160,224.0,,413,11.03,11.03,419.0,,,,,,,,3.37,3.37,0,0.0,128,221304,0.05,0.05,0.0,0.0,2.0,218377.0
Coritiba,,,,62.21,62.21,2364,,,,,,46.71,46.71,1775,5.39,5.39,205,39.26,39.26,1492,11.08,11.08,421,,,,,,,,,,,,,,,,,,37572387.0,7.65,,,,,,,,,1.45,1.45,55,,,,,75.0,0.0,4.0,,,,0.24,0.24,0.0,0.0,9.0,33187700.0,,472,12.42,102,280.0,228,150,229.0,,472,14.76,14.76,561.0,,,,,,,,2.92,2.92,1,0.03,111,15779845,0.08,0.08,0.0,0.0,3.0,10631625.0
Goiás,,,,62.79,62.79,2386,,,,,,39.29,39.29,1493,3.47,3.47,132,31.18,31.18,1185,12.61,12.61,479,,,,,,,,,,,,,,,,,,7742251.0,8.36,,,,,,,,,1.45,1.45,55,,,,,83.33,0.0,6.0,,,,0.05,0.05,0.0,0.0,2.0,158445.0,,322,8.47,51,241.0,196,121,174.0,,322,13.42,13.42,510.0,,,,,,,,3.05,3.05,0,0.0,116,158445,0.11,0.11,0.0,0.0,4.0,227214.0
Atlético Mineiro,,,,89.92,89.92,3417,,,,,,58.39,58.39,2219,6.58,6.58,250,46.87,46.87,1781,11.05,11.05,420,,,,,,,,,,,,,,,,,,217244.0,7.65,,,,,,,,,1.45,1.45,55,,,,,83.33,1.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,,,515,13.55,85,318.0,288,182,272.0,,515,15.42,15.42,586.0,,,,,,,,2.34,2.34,1,0.03,89,32577,,,,,,
Internacional,,,,81.34,81.34,3091,,,,,,49.92,49.92,1897,5.32,5.32,202,39.0,39.0,1482,10.68,10.68,406,,,,,,,,,,,,,,,,,,8056315.0,8.16,,,,,,,,,1.29,1.29,49,,,,,80.0,2.0,8.0,,,,0.05,0.05,0.0,0.0,2.0,219563.0,,461,12.13,68,336.0,223,188,185.0,,461,15.21,15.21,578.0,,,,,,,,2.32,2.32,2,0.05,88,186911,0.05,0.05,0.0,0.0,2.0,186911.0
Botafogo,,,,71.79,71.79,2728,,,,,,48.97,48.97,1861,4.66,4.66,177,35.82,35.82,1361,12.66,12.66,481,,,,,,,,,,,,,,,,,,96850.0,7.59,,,,,,,,,1.34,1.34,51,,,,,75.0,0.0,4.0,,,,0.11,0.11,0.0,0.0,4.0,4225.0,,482,12.68,75,272.0,237,176,247.0,,482,14.55,14.55,553.0,,,,,,,,2.53,2.53,1,0.03,96,333730,0.05,0.05,0.0,0.0,2.0,159859.0
Corinthians,,,,87.53,87.53,3326,,,,,,54.34,54.34,2065,4.95,4.95,188,40.45,40.45,1537,10.21,10.21,388,,,,,,,,,,,,,,,,,,19996840.0,7.65,,,,,,,,,1.21,1.21,46,,,,,66.67,0.0,3.0,,,,0.05,0.05,0.0,0.0,2.0,8056315.0,,386,10.16,60,263.0,185,148,180.0,,386,14.32,14.32,544.0,,,,,,,,1.97,1.97,3,0.08,75,219436,0.03,0.03,0.0,0.0,1.0,5641049.0
Fortaleza,,,,64.53,64.53,2452,,,,,,44.76,44.76,1701,5.32,5.32,202,31.5,31.5,1197,12.55,12.55,477,,,,,,,,,,,,,,,,,,37609230.0,7.75,,,,,,,,,1.79,1.79,68,,,,,33.33,4.0,2.0,,,,0.05,0.05,0.0,0.0,2.0,225059.0,,434,11.42,75,272.0,230,171,248.0,,434,13.24,13.24,503.0,,,,,,,,2.29,2.29,2,0.05,87,223795,0.05,0.05,0.0,0.0,2.0,15427139.0
Cuiabá,,,,62.18,62.18,2363,,,,,,43.95,43.95,1670,5.68,5.68,216,37.66,37.66,1431,11.95,11.95,454,,,,,,,,,,,,,,,,,,37555338.0,7.34,,,,,,,,,1.32,1.32,50,,,,,80.0,1.0,4.0,,,,0.08,0.08,0.0,0.0,3.0,70746.0,,413,10.87,83,283.0,209,131,184.0,,413,13.84,13.84,526.0,,,,,,,,2.11,2.11,6,0.16,80,131948,0.11,0.11,0.0,0.0,4.0,131948.0
São Paulo,,,,76.0,76.0,2888,,,,,,53.58,53.58,2036,6.08,6.08,231,42.79,42.79,1626,12.05,12.05,458,,,,,,,,,,,,,,,,,,5641046.0,7.65,,,,,,,,,1.74,1.74,66,,,,,62.5,3.0,5.0,,,,0.08,0.08,1.0,0.03,3.0,219969.0,,460,12.11,74,322.0,216,163,186.0,,460,13.66,13.66,519.0,,,,,,,,2.76,2.76,2,0.05,105,187052,0.11,0.11,0.0,0.0,4.0,8417850.0
Athletico PR,,,,68.08,68.08,2587,,,,,,45.29,45.29,1721,5.26,5.26,200,32.89,32.89,1250,11.92,11.92,453,,,,,,,,,,,,,,,,,,260887.0,7.35,,,,,,,,,1.47,1.47,56,,,,,81.82,2.0,9.0,,,,0.11,0.11,0.0,0.0,4.0,335752.0,,423,11.13,56,250.0,233,150,260.0,,423,13.63,13.63,518.0,,,,,,,,2.45,2.45,1,0.03,93,189945,0.03,0.03,0.0,0.0,1.0,12066400.0
Avaí,,,,72.55,72.55,2757,,,,,,50.29,50.29,1911,4.47,4.47,170,32.16,32.16,1222,13.13,13.13,499,,,,,,,,,,,,,,,,,,37576221.0,7.55,,,,,,,,,1.45,1.45,55,,,,,92.86,1.0,13.0,,,,0.05,0.05,0.0,0.0,2.0,219882.0,,399,10.5,47,227.0,217,124,211.0,,399,15.58,15.58,592.0,,,,,,,,2.71,2.71,0,0.0,103,217017,0.05,0.05,0.0,0.0,2.0,217017.0
América Mineiro,,,,72.95,72.95,2772,,,,,,46.71,46.71,1775,5.61,5.61,213,38.97,38.97,1481,13.21,13.21,502,,,,,,,,,,,,,,,,,,52900.0,8.06,,,,,,,,,1.55,1.55,59,,,,,71.43,2.0,5.0,,,,0.08,0.08,0.0,0.0,3.0,219764.0,,492,12.95,75,317.0,247,190,237.0,,492,12.45,12.45,473.0,,,,,,,,2.39,2.39,1,0.03,91,186291,0.08,0.08,0.0,0.0,3.0,180677.0
Juventude,,,,60.5,60.5,2299,,,,,,45.63,45.63,1734,5.45,5.45,207,34.13,34.13,1297,12.84,12.84,488,,,,,,,,,,,,,,,,,,221955.0,7.75,,,,,,,,,1.34,1.34,51,,,,,50.0,2.0,2.0,,,,0.13,0.13,0.0,0.0,5.0,96300.0,,421,11.08,56,245.0,209,135,204.0,,421,14.0,14.0,532.0,,,,,,,,2.95,2.95,2,0.05,112,129637,0.05,0.05,0.0,0.0,2.0,37261343.0
Bragantino,,,,72.66,72.66,2761,,,,,,50.16,50.16,1906,5.74,5.74,218,37.24,37.24,1415,12.32,12.32,468,,,,,,,,,,,,,,,,,,458758.0,7.44,,,,,,,,,1.53,1.53,58,,,,,80.0,1.0,4.0,,,,0.18,0.18,0.0,0.0,7.0,5641041.0,,475,12.5,71,296.0,261,170,244.0,,475,13.5,13.5,513.0,,,,,,,,2.32,2.32,0,0.0,88,159895,,,,,,
