team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id
VfL Wolfsburg,,,,92.29,92.29,3138,,,,,,50.82,50.82,1728,4.5,4.5,153,38.76,38.76,1318,10.32,10.32,351,,,,,,,,,,,,,,,,,,31730.0,7.67,,,,,,,,,1.44,1.44,49,,,,,57.14,3.0,4.0,,,,,,,,,,,372,10.94,95,279.0,184,149,129.0,,372,13.79,13.79,469.0,,,,,,,,1.85,1.85,1,0.03,63,4536574,,,,,,
Werder Bremen,,,,96.53,96.53,3282,,,,,,49.29,49.29,1676,3.21,3.21,109,33.85,33.85,1151,11.82,11.82,402,,,,,,,,,,,,,,,,,,31532.0,7.45,,,,,,,,,1.91,1.91,65,,,,,83.33,1.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,33701.0,,354,10.41,84,241.0,154,143,129.0,,354,15.76,15.76,536.0,,,,,,,,2.24,2.24,2,0.06,76,31729,,,,,,
VfL Bochum 1848,,,,84.0,84.0,2856,,,,,,46.94,46.94,1596,4.15,4.15,141,35.18,35.18,1196,11.47,11.47,390,,,,,,,,,,,,,,,,,,31864.0,7.2,,,,,,,,,1.85,1.85,63,,,,,66.67,0.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,34333.0,,371,10.91,104,249.0,176,131,151.0,,371,15.68,15.68,533.0,,,,,,,,1.88,1.88,1,0.03,64,33629,,,,,,
FSV Mainz 05,,,,91.35,91.35,3106,,,,,,43.79,43.79,1489,4.56,4.56,155,39.26,39.26,1335,12.15,12.15,413,,,,,,,,,,,,,,,,,,2178735.0,7.31,,,,,,,,,2.18,2.18,74,,,,,66.67,2.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,32672.0,,375,11.03,105,289.0,169,160,128.0,,375,13.94,13.94,474.0,,,,,,,,2.09,2.09,4,0.12,71,31982,,,,,,
FC Augsburg,,,,71.06,71.06,2416,,,,,,41.53,41.53,1412,4.91,4.91,167,30.21,30.21,1027,11.26,11.26,383,,,,,,,,,,,,,,,,,,32580.0,7.24,,,,,,,,,1.68,1.68,57,,,,,80.0,1.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,35192.0,,309,9.09,106,221.0,155,107,137.0,,309,12.65,12.65,430.0,,,,,,,,2.79,2.79,1,0.03,95,24284,0.06,0.06,0.0,0.0,2.0,53581.0
SC Freiburg,,,,85.65,85.65,2912,,,,,,48.0,48.0,1632,4.15,4.15,141,36.68,36.68,1247,10.12,10.12,344,,,,,,,,,,,,,,,,,,31913.0,7.55,,,,,,,,,1.68,1.68,57,,,,,87.5,1.0,7.0,,,,0.03,0.03,0.0,0.0,1.0,31723.0,,374,11.0,98,286.0,156,180,137.0,,374,11.82,11.82,402.0,,,,,,,,1.82,1.82,3,0.09,62,31723,0.03,0.03,1.0,0.03,1.0,37289237.0
Viborg FF,,,,99.0,99.0,3267,,,,,,48.06,48.06,1586,4.7,4.7,155,52.06,52.06,1718,9.67,9.67,319,,,,,,,,,,,,,,,,,,83717.0,8.36,,,,,,,,,1.18,1.18,39,,,,,50.0,2.0,2.0,,,,0.03,0.03,,,1.0,,,382,11.58,105,283.0,181,167,153.0,,382,14.09,14.09,465.0,,,,,,,,1.7,1.7,0,0.0,56,84031,0.06,0.06,0.0,0.0,2.0,85456.0
AFC Bournemouth,,,,75.0,75.0,2850,,,,,,40.63,40.63,1544,3.79,3.79,144,36.34,36.34,1381,9.32,9.32,354,,,,,,,,,,,,,,,,,,186766.0,7.13,,,,,,,,,1.0,1.0,38,,,,,,,,,,,,,,,,,,325,8.55,95,256.0,141,133,100.0,,325,13.92,13.92,529.0,,,,,,,,1.82,1.82,2,0.05,69,1095,,,,,,
Aston Villa,,,,83.11,83.11,3158,,,,,,49.68,49.68,1888,4.29,4.29,163,38.0,38.0,1444,9.89,9.89,376,,,,,,,,,,,,,,,,,,225000.0,7.26,,,,,,,,,1.53,1.53,58,,,,,75.0,1.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,225000.0,,413,10.87,127,276.0,164,151,153.0,,413,15.11,15.11,574.0,,,,,,,,2.13,2.13,0,0.0,81,165,,,,,,
Leeds United,,,,90.39,90.39,3435,,,,,,46.66,46.66,1773,5.26,5.26,200,45.03,45.03,1711,11.26,11.26,428,,,,,,,,,,,,,,,,,,262324.0,7.15,,,,,,,,,1.58,1.58,60,,,,,33.33,2.0,1.0,,,,0.0,0.0,1.0,0.03,0.0,,,418,11.0,145,312.0,187,144,150.0,,418,19.5,19.5,741.0,,,,,,,,2.32,2.32,2,0.05,88,35364,0.08,0.08,0.0,0.0,3.0,239578.0
Wolverhampton Wanderers,,,,87.55,87.55,3327,,,,,,50.61,50.61,1923,4.89,4.89,186,39.71,39.71,1509,11.89,11.89,452,,,,,,,,,,,,,,,,,,3301.0,7.6,,,,,,,,,1.63,1.63,62,,,,,66.67,0.0,3.0,,,,0.16,0.16,0.0,0.0,6.0,1339.0,,387,10.18,118,253.0,176,125,156.0,,387,15.18,15.18,577.0,,,,,,,,2.24,2.24,2,0.05,85,159699,0.03,0.03,0.0,0.0,1.0,96017.0
Newcastle United,,,,98.89,98.89,3758,,,,,,52.53,52.53,1996,7.11,7.11,270,53.76,53.76,2043,9.95,9.95,378,,,,,,,,,,,,,,,,,,1016.0,7.78,,,,,,,,,1.92,1.92,73,,,,,83.33,0.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,2763.0,,529,13.92,171,417.0,230,197,153.0,,529,14.66,14.66,557.0,,,,,,,,1.63,1.63,0,0.0,62,33645,,,,,,
Nottingham Forest,,,,73.03,73.03,2775,,,,,,37.37,37.37,1420,3.37,3.37,128,33.11,33.11,1258,11.16,11.16,424,,,,,,,,,,,,,,,,,,7926.0,7.18,,,,,,,,,1.76,1.76,67,,,,,50.0,3.0,3.0,,,,,,,,,,,337,8.87,91,240.0,159,119,128.0,,337,16.13,16.13,613.0,,,,,,,,2.21,2.21,1,0.03,84,221450,,,,,,
Tottenham Hotspur,,,,83.66,83.66,3179,,,,,,49.63,49.63,1886,5.37,5.37,204,39.05,39.05,1484,10.66,10.66,405,,,,,,,,,,,,,,,,,,997.0,7.59,,,,,,,,,1.76,1.76,67,,,,,83.33,1.0,5.0,,,,0.05,0.05,1.0,0.03,2.0,95998.0,,505,13.29,143,354.0,187,199,164.0,,505,14.53,14.53,552.0,,,,,,,,2.03,2.03,4,0.11,77,333731,0.03,0.03,0.0,0.0,1.0,333731.0
Southampton,,,,78.63,78.63,2988,,,,,,44.18,44.18,1679,4.13,4.13,157,32.79,32.79,1246,10.45,10.45,397,,,,,,,,,,,,,,,,,,1155.0,7.38,,,,,,,,,1.47,1.47,56,,,,,50.0,2.0,2.0,,,,,,,,,,,375,9.87,108,253.0,172,144,164.0,,375,16.18,16.18,615.0,,,,,,,,2.0,2.0,0,0.0,76,37536874,,,,,,
Genk,,,,95.1,95.1,3804,,,,,,52.38,52.38,2095,5.65,5.65,226,45.68,45.68,1827,11.1,11.1,444,,,,,,,,,,,,,,,,,,310217.0,8.16,,,,,,,,,1.93,1.93,77,,,,,66.67,4.0,8.0,,,,0.08,0.08,0.0,0.0,3.0,254094.0,,507,12.68,69,378.0,184,212,152.0,,507,14.4,14.4,576.0,,,,,,,,1.85,1.85,2,0.05,74,254094,0.05,0.05,1.0,0.03,2.0,37407034.0
KAS Eupen,,,,71.82,71.82,2442,,,,,,45.97,45.97,1563,4.76,4.76,162,35.15,35.15,1195,11.15,11.15,379,,,,,,,,,,,,,,,,,,27938.0,7.36,,,,,,,,,2.35,2.35,80,,,,,87.5,1.0,7.0,,,,0.09,0.09,0.0,0.0,3.0,62842.0,,336,9.88,58,223.0,134,127,159.0,,336,14.12,14.12,480.0,,,,,,,,2.09,2.09,0,0.0,71,27938,0.09,0.09,0.0,0.0,3.0,27938.0
Fortuna Sittard,,,,71.65,71.65,2436,,,,,,44.06,44.06,1498,4.44,4.44,151,31.97,31.97,1087,8.5,8.5,289,,,,,,,,,,,,,,,,,,458549.0,7.3,,,,,,,,,2.09,2.09,71,,,,,85.71,0.0,7.0,,,,0.03,0.03,0.0,0.0,1.0,54177.0,,336,9.88,99,248.0,181,125,141.0,,336,15.32,15.32,521.0,,,,,,,,1.82,1.82,2,0.06,62,199811,0.09,0.09,1.0,0.03,3.0,54177.0
Ajax,,,,108.79,108.79,3699,,,,,,66.76,66.76,2270,8.03,8.03,273,64.03,64.03,2177,8.47,8.47,288,,,,,,,,,,,,,,,,,,12393293.0,9.69,,,,,,,,,2.09,2.09,71,,,,,80.0,0.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,32777738.0,,564,16.59,184,446.0,249,235,183.0,,564,14.15,14.15,481.0,,,,,,,,1.35,1.35,0,0.0,46,254052,,,,,,
CSKA Moskva,,,,100.93,100.93,3028,,,,,,50.47,50.47,1514,5.13,5.13,154,55.67,55.67,1670,10.23,10.23,307,,,,,,,,,,,,,,,,,,189635.0,7.62,,,,,,,,,1.5,1.5,45,,,,,90.91,1.0,10.0,,,,0.03,0.03,0.0,0.0,1.0,231753.0,,428,14.27,75,308.0,192,164,151.0,,428,13.23,13.23,397.0,,,,,,,,1.77,1.77,1,0.03,53,110097,0.07,0.07,0.0,0.0,2.0,170648.0
Fakel,,,,91.37,91.37,2741,,,,,,42.2,42.2,1266,3.77,3.77,113,44.7,44.7,1341,11.33,11.33,340,,,,,,,,,,,,,,,,,,169875.0,7.29,,,,,,,,,1.7,1.7,51,,,,,87.5,1.0,7.0,,,,0.03,0.03,0.0,0.0,1.0,139219.0,,282,9.4,46,211.0,144,117,123.0,,282,13.13,13.13,394.0,,,,,,,,2.47,2.47,0,0.0,74,373052,0.07,0.07,0.0,0.0,2.0,372731.0
Trofense,,,,96.32,96.32,3275,,,,,,35.91,35.91,1221,5.65,5.65,192,54.12,54.12,1840,15.18,15.18,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.24,42,,,,,71.43,2.0,5.0,,,,0.15,0.15,0.0,0.0,5.0,9772.0,,298,8.76,68,0.0,155,116,0.0,,298,,,,,,,,,,,3.82,3.82,0,0.0,130,65144,0.09,0.09,0.0,0.0,3.0,65144.0
Belenenses,,,,95.29,95.29,3240,,,,,,39.26,39.26,1335,4.74,4.74,161,43.88,43.88,1492,13.71,13.71,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,39,,,,,50.0,3.0,3.0,,,,0.06,0.06,0.0,0.0,2.0,1846860.0,,297,8.74,69,0.0,148,124,0.0,,297,,,,,,,,,,,3.53,3.53,0,0.0,120,160176,0.12,0.12,0.0,0.0,4.0,291889.0
Rio Ave,,,,89.62,89.62,3047,,,,,,49.85,49.85,1695,4.32,4.32,147,33.15,33.15,1127,12.97,12.97,441,,,,,,,,,,,,,,,,,,159419.0,7.31,,,,,,,,,2.09,2.09,71,,,,,50.0,3.0,3.0,,,,0.15,0.15,0.0,0.0,5.0,76025.0,,355,10.44,66,207.0,188,126,179.0,,355,13.97,13.97,475.0,,,,,,,,2.68,2.68,3,0.09,91,76025,0.03,0.03,0.0,0.0,1.0,162872.0
Vizela,,,,76.91,76.91,2615,,,,,,44.03,44.03,1497,4.97,4.97,169,34.59,34.59,1176,11.38,11.38,387,,,,,,,,,,,,,,,,,,160227.0,7.45,,,,,,,,,2.09,2.09,71,,,,,25.0,3.0,1.0,,,,0.06,0.06,0.0,0.0,2.0,162172.0,,362,10.65,42,236.0,169,156,171.0,,362,13.18,13.18,448.0,,,,,,,,3.03,3.03,0,0.0,103,159945,0.09,0.09,0.0,0.0,3.0,159985.0
Strasbourg,,,,106.34,106.34,4041,,,,,,45.47,45.47,1728,3.76,3.76,143,38.95,38.95,1480,14.0,14.0,532,,,,,,,,,,,,,,,,,,99076.0,7.36,,,,,,,,,1.13,1.13,43,,,,,71.43,2.0,5.0,,,,0.13,0.13,0.0,0.0,5.0,94436.0,,407,10.71,101,283.0,202,163,167.0,,407,17.68,17.68,672.0,,,,,,,,1.92,1.92,3,0.08,73,95896,0.05,0.05,0.0,0.0,2.0,96516.0
Monaco,,,,111.68,111.68,4244,,,,,,48.11,48.11,1828,4.37,4.37,166,47.08,47.08,1789,12.45,12.45,473,,,,,,,,,,,,,,,,,,10990739.0,7.65,,,,,,,,,2.21,2.21,84,,,,,62.5,3.0,5.0,,,,0.05,0.05,0.0,0.0,2.0,3510051.0,,441,11.61,110,317.0,179,212,163.0,,441,17.79,17.79,676.0,,,,,,,,1.71,1.71,2,0.05,65,170199,0.08,0.08,0.0,0.0,3.0,234692.0
KV Kortrijk,,,,84.26,84.26,2865,,,,,,47.68,47.68,1621,4.18,4.18,142,35.38,35.38,1203,10.53,10.53,358,,,,,,,,,,,,,,,,,,37447135.0,7.28,,,,,,,,,1.85,1.85,63,,,,,66.67,1.0,2.0,,,,0.12,0.12,0.0,0.0,4.0,61025.0,,319,9.38,44,222.0,153,136,152.0,,319,15.94,15.94,542.0,,,,,,,,2.32,2.32,1,0.03,79,37544516,0.06,0.06,0.0,0.0,2.0,62551.0
Sint-Truiden,,,,89.26,89.26,3035,,,,,,44.18,44.18,1502,3.82,3.82,130,35.18,35.18,1196,11.71,11.71,398,,,,,,,,,,,,,,,,,,95474.0,7.33,,,,,,,,,1.59,1.59,54,,,,,85.71,1.0,6.0,,,,0.15,0.15,1.0,0.03,5.0,66946.0,,328,9.65,33,203.0,151,123,155.0,,328,15.15,15.15,515.0,,,,,,,,1.71,1.71,4,0.12,58,32386,0.06,0.06,0.0,0.0,2.0,2483192.0
Sporting Charleroi,,,,88.44,88.44,3007,,,,,,51.38,51.38,1747,4.26,4.26,145,43.24,43.24,1470,10.53,10.53,358,,,,,,,,,,,,,,,,,,62215.0,7.7,,,,,,,,,1.56,1.56,53,,,,,75.0,1.0,3.0,,,,0.06,0.06,0.0,0.0,2.0,21781590.0,,367,10.79,51,280.0,150,150,126.0,,367,17.03,17.03,579.0,,,,,,,,2.12,2.12,0,0.0,72,24817427,0.03,0.03,0.0,0.0,1.0,62215.0
KV Oostende,,,,90.85,90.85,3089,,,,,,44.65,44.65,1518,4.59,4.59,156,40.76,40.76,1386,10.85,10.85,369,,,,,,,,,,,,,,,,,,7026561.0,7.17,,,,,,,,,2.09,2.09,71,,,,,57.14,3.0,4.0,,,,0.18,0.18,0.0,0.0,6.0,35226.0,,350,10.29,67,262.0,152,157,153.0,,350,17.12,17.12,582.0,,,,,,,,2.21,2.21,0,0.0,75,4365,0.09,0.09,0.0,0.0,3.0,77965.0
Sivasspor,,,,98.64,98.64,3551,,,,,,45.25,45.25,1629,4.5,4.5,162,58.44,58.44,2104,10.78,10.78,388,,,,,,,,,,,,,,,,,,124327.0,7.63,,,,,,,,,2.39,2.39,86,,,,,85.71,0.0,7.0,,,,0.03,0.03,0.0,0.0,1.0,95103.0,,376,10.44,56,275.0,190,155,159.0,,376,14.36,14.36,517.0,,,,,,,,1.61,1.61,0,0.0,58,32272,0.08,0.08,0.0,0.0,3.0,1034.0
Gaziantep F.K.,,,,53.47,53.47,1925,,,,,,26.86,26.86,967,2.78,2.78,100,28.81,28.81,1037,5.69,5.69,205,,,,,,,,,,,,,,,,,,31822.0,7.65,,,,,,,,,1.03,1.03,37,,,,,0.0,0.0,1.0,,,,0.03,0.03,0.0,0.0,1.0,201471.0,,182,5.06,29,156.0,98,93,97.0,,182,7.92,7.92,285.0,,,,,,,,1.92,1.92,1,0.03,69,1827,0.06,0.06,0.0,0.0,2.0,4101.0
Everton,,,,85.5,85.5,3249,,,,,,42.11,42.11,1600,4.63,4.63,176,39.53,39.53,1502,9.45,9.45,359,,,,,,,,,,,,,,,,,,681.0,8.16,,,,,,,,,1.68,1.68,64,,,,,66.67,0.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,2144.0,,371,9.76,121,279.0,167,152,151.0,,371,16.39,16.39,623.0,,,,,,,,2.11,2.11,0,0.0,80,22878573,0.03,0.03,0.0,0.0,1.0,1692.0
Chelsea,,,,103.05,103.05,3916,,,,,,56.74,56.74,2156,5.5,5.5,209,54.71,54.71,2079,9.45,9.45,359,,,,,,,,,,,,,,,,,,37459072.0,7.6,,,,,,,,,1.95,1.95,74,,,,,66.67,0.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,163152.0,,452,11.89,144,323.0,200,161,161.0,,452,17.39,17.39,661.0,,,,,,,,2.13,2.13,0,0.0,81,73147,0.05,0.05,0.0,0.0,2.0,61806.0
Borussia Dortmund,,,,98.18,98.18,3338,,,,,,58.65,58.65,1994,6.68,6.68,227,47.91,47.91,1629,7.91,7.91,269,,,,,,,,,,,,,,,,,,37632313.0,7.65,,,,,,,,,1.18,1.18,40,,,,,66.67,2.0,4.0,,,,,,,,,,,490,14.41,120,380.0,227,227,184.0,,490,13.38,13.38,455.0,,,,,,,,2.0,2.0,1,0.03,68,15040126,,,,,,
Bayer 04 Leverkusen,,,,83.0,83.0,2822,,,,,,52.79,52.79,1795,4.09,4.09,139,33.94,33.94,1154,9.41,9.41,320,,,,,,,,,,,,,,,,,,37429246.0,7.35,,,,,,,,,1.5,1.5,51,,,,,71.43,2.0,5.0,,,,0.12,0.12,0.0,0.0,4.0,14004542.0,,411,12.09,113,279.0,177,166,159.0,,411,11.97,11.97,407.0,,,,,,,,2.15,2.15,4,0.12,73,37261496,0.12,0.12,0.0,0.0,4.0,537285.0
SC Cambuur,,,,85.29,85.29,2900,,,,,,47.76,47.76,1624,4.5,4.5,153,35.41,35.41,1204,9.91,9.91,337,,,,,,,,,,,,,,,,,,25437.0,7.27,,,,,,,,,1.35,1.35,46,,,,,50.0,1.0,1.0,,,,0.12,0.12,0.0,0.0,4.0,29150.0,,319,9.38,94,239.0,173,127,147.0,,319,15.12,15.12,514.0,,,,,,,,1.44,1.44,0,0.0,49,24377,0.03,0.03,0.0,0.0,1.0,29484.0
Excelsior,,,,79.71,79.71,2710,,,,,,41.26,41.26,1403,4.32,4.32,147,33.97,33.97,1155,8.53,8.53,290,,,,,,,,,,,,,,,,,,26550.0,7.52,,,,,,,,,1.12,1.12,38,,,,,0.0,2.0,0.0,,,,0.03,0.03,,,1.0,,,301,8.85,86,229.0,163,109,115.0,,301,16.18,16.18,550.0,,,,,,,,1.41,1.41,0,0.0,48,37527863,0.03,0.03,0.0,0.0,1.0,3533731.0
Krasnodar,,,,92.07,92.07,2762,,,,,,55.8,55.8,1674,4.33,4.33,130,44.37,44.37,1331,9.43,9.43,283,,,,,,,,,,,,,,,,,,9939074.0,7.85,,,,,,,,,1.9,1.9,57,,,,,66.67,2.0,4.0,,,,0.07,0.07,0.0,0.0,2.0,5283493.0,,375,12.5,75,233.0,147,163,184.0,,375,10.57,10.57,317.0,,,,,,,,2.47,2.47,0,0.0,74,32652,0.07,0.07,0.0,0.0,2.0,32778.0
Lokomotiv Moskva,,,,89.6,89.6,2688,,,,,,50.23,50.23,1507,4.27,4.27,128,43.7,43.7,1311,9.3,9.3,279,,,,,,,,,,,,,,,,,,169510.0,7.61,,,,,,,,,1.47,1.47,44,,,,,55.56,4.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,538681.0,,283,9.43,71,214.0,127,140,113.0,,283,12.73,12.73,382.0,,,,,,,,2.57,2.57,0,0.0,77,170211,0.17,0.17,0.0,0.0,5.0,169628.0
Akhmat Grozny,,,,92.1,92.1,2763,,,,,,45.8,45.8,1374,4.6,4.6,138,48.43,48.43,1453,11.43,11.43,343,,,,,,,,,,,,,,,,,,37643536.0,7.45,,,,,,,,,1.87,1.87,56,,,,,66.67,1.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,374239.0,,375,12.5,84,244.0,137,147,159.0,,375,14.8,14.8,444.0,,,,,,,,2.7,2.7,0,0.0,81,187224,0.1,0.1,0.0,0.0,3.0,169879.0
Zenit,,,,101.83,101.83,3055,,,,,,61.57,61.57,1847,6.23,6.23,187,58.6,58.6,1758,6.17,6.17,185,,,,,,,,,,,,,,,,,,96633.0,8.16,,,,,,,,,2.17,2.17,65,,,,,71.43,2.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,37337116.0,,501,16.7,66,332.0,214,192,173.0,,501,12.67,12.67,380.0,,,,,,,,1.0,1.0,0,0.0,30,170023,,,,,,
Benfica II,,,,112.53,112.53,3826,,,,,,44.79,44.79,1523,5.12,5.12,174,64.06,64.06,2178,11.79,11.79,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.09,37,,,,,42.86,4.0,3.0,,,,0.06,0.06,0.0,0.0,2.0,37341917.0,,348,10.24,61,0.0,182,143,0.0,,348,,,,,,,,,,,2.97,2.97,0,0.0,101,24065383,0.09,0.09,0.0,0.0,3.0,24065387.0
Academico Viseu,,,,88.62,88.62,3013,,,,,,44.41,44.41,1510,5.85,5.85,199,53.47,53.47,1818,14.74,14.74,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,1.71,58,,,,,80.0,1.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,163748.0,,365,10.74,93,0.0,198,154,0.0,,365,,,,,,,,,,,3.35,3.35,0,0.0,114,459231,0.18,0.18,0.0,0.0,6.0,160941.0
Estoril,,,,74.26,74.26,2525,,,,,,47.56,47.56,1617,4.62,4.62,157,35.76,35.76,1216,13.03,13.03,443,,,,,,,,,,,,,,,,,,496769.0,7.41,,,,,,,,,1.38,1.38,47,,,,,60.0,2.0,3.0,,,,0.09,0.09,0.0,0.0,3.0,161308.0,,336,9.88,66,206.0,154,114,148.0,,336,14.03,14.03,477.0,,,,,,,,2.82,2.82,0,0.0,96,97610,0.12,0.12,0.0,0.0,4.0,160152.0
Famalicão,,,,83.53,83.53,2840,,,,,,46.85,46.85,1593,4.44,4.44,151,35.26,35.26,1199,13.21,13.21,449,,,,,,,,,,,,,,,,,,432720.0,7.29,,,,,,,,,1.53,1.53,52,,,,,50.0,3.0,3.0,,,,0.21,0.21,0.0,0.0,7.0,8100476.0,,405,11.91,84,252.0,205,122,178.0,,405,15.74,15.74,535.0,,,,,,,,2.53,2.53,0,0.0,86,33991738,0.03,0.03,0.0,0.0,1.0,37445256.0
PSV,,,,110.53,110.53,3758,,,,,,55.82,55.82,1898,6.71,6.71,228,52.53,52.53,1786,9.18,9.18,312,,,,,,,,,,,,,,,,,,30062.0,8.62,,,,,,,,,1.56,1.56,53,,,,,85.71,1.0,6.0,,,,0.06,0.06,0.0,0.0,2.0,29444.0,,601,17.68,138,425.0,247,247,193.0,,601,16.5,16.5,561.0,,,,,,,,1.38,1.38,3,0.09,47,96943,0.03,0.03,0.0,0.0,1.0,25354.0
FC Emmen,,,,88.0,88.0,2992,,,,,,48.94,48.94,1664,4.18,4.18,142,40.29,40.29,1370,8.38,8.38,285,,,,,,,,,,,,,,,,,,25201.0,7.27,,,,,,,,,1.29,1.29,44,,,,,0.0,0.0,1.0,,,,0.06,0.06,,,2.0,,,345,10.15,104,207.0,152,130,170.0,,345,15.79,15.79,537.0,,,,,,,,1.21,1.21,1,0.03,41,24927,0.06,0.06,0.0,0.0,2.0,24430.0
Hansa Rostock,,,,73.0,73.0,2482,,,,,,42.94,42.94,1460,4.74,4.74,161,34.44,34.44,1171,11.06,11.06,376,,,,,,,,,,,,,,,,,,36599.0,7.65,,,,,,,,,1.53,1.53,52,,,,,50.0,0.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,37779.0,,319,9.38,72,262.0,170,119,152.0,,319,15.47,15.47,526.0,,,,,,,,2.47,2.47,0,0.0,84,32689,0.09,0.09,0.0,0.0,3.0,24727.0
DSC Arminia Bielefeld,,,,76.47,76.47,2600,,,,,,44.82,44.82,1524,4.26,4.26,145,35.59,35.59,1210,11.06,11.06,376,,,,,,,,,,,,,,,,,,162748.0,7.2,,,,,,,,,1.38,1.38,47,,,,,66.67,0.0,3.0,,,,0.12,0.12,,,4.0,,,386,11.35,55,292.0,212,158,156.0,,386,14.47,14.47,492.0,,,,,,,,2.21,2.21,3,0.09,75,1525040,0.12,0.12,0.0,0.0,4.0,32565.0
Mechelen,,,,76.41,76.41,2598,,,,,,51.71,51.71,1758,5.47,5.47,186,38.82,38.82,1320,10.21,10.21,347,,,,,,,,,,,,,,,,,,37597013.0,7.55,,,,,,,,,2.0,2.0,68,,,,,60.0,2.0,3.0,,,,0.09,0.09,0.0,0.0,3.0,25663.0,,330,9.71,41,226.0,144,149,150.0,,330,13.68,13.68,465.0,,,,,,,,1.94,1.94,2,0.06,66,61784,0.06,0.06,0.0,0.0,2.0,63576.0
Union Saint-Gilloise,,,,87.85,87.85,3514,,,,,,50.1,50.1,2004,5.5,5.5,220,44.28,44.28,1771,10.13,10.13,405,,,,,,,,,,,,,,,,,,101641.0,7.63,,,,,,,,,1.63,1.63,65,,,,,87.5,0.0,8.0,,,,0.13,0.13,0.0,0.0,5.0,61141.0,,474,11.85,69,344.0,218,206,193.0,,474,15.63,15.63,625.0,,,,,,,,2.3,2.3,0,0.0,92,496663,,,,,,
Beşiktaş,,,,103.75,103.75,3735,,,,,,50.11,50.11,1804,5.42,5.42,195,66.44,66.44,2392,13.0,13.0,468,,,,,,,,,,,,,,,,,,1941.0,7.68,,,,,,,,,1.72,1.72,62,,,,,80.0,2.0,8.0,,,,0.06,0.06,0.0,0.0,2.0,98079.0,,478,13.28,69,356.0,226,186,157.0,,478,14.42,14.42,519.0,,,,,,,,2.33,2.33,0,0.0,84,1941,0.08,0.08,0.0,0.0,3.0,45863.0
Kayserispor,,,,92.44,92.44,3328,,,,,,49.69,49.69,1789,4.75,4.75,171,53.97,53.97,1943,10.67,10.67,384,,,,,,,,,,,,,,,,,,37568652.0,7.5,,,,,,,,,1.97,1.97,71,,,,,85.71,1.0,6.0,,,,0.08,0.08,0.0,0.0,3.0,297780.0,,316,8.78,69,255.0,176,126,146.0,,316,13.25,13.25,477.0,,,,,,,,1.72,1.72,0,0.0,62,160196,0.03,0.03,0.0,0.0,1.0,74389.0
